負擔,1.0000
不重,0.6207
太重,0.5698
輕鬆,0.5685
不輕,0.5586
很涼,0.5296
較大,0.5037
超涼,0.4979
嚴厲,0.4971
甜課,0.4929
收獲,0.4847
乏味,0.4748
殺傷力,0.4743
挫折感,0.4739
好過,0.4693
太嚴,0.4620
有點煩,0.4614
苛刻,0.4587
輕鬆自在,0.4580
耗時,0.4569
密集,0.4538
很重,0.4537
忙碌,0.4481
蠻重,0.4477
不太夠,0.4469
嚇人,0.4413
緊湊,0.4374
過度,0.4352
愉快,0.4330
不涼,0.4282
滿大,0.4260
太大,0.4195
涼課,0.4186
很扎實,0.4136
不低,0.4015
適中,0.3991
不成比例,0.3936
偏涼,0.3922
